stock_code,company_name,analysis_year,financial_year,reporting_period,metric_name,source_type,source_name,source_date,source_note,statement_scope,is_fallback,calculation_method,limitation
348950,제이알글로벌리츠,2026,2026,2026 Sample Snapshot,이자부 차입부채,sample_estimate,Bundled peer sample,2026-07-02,해외자산 중심 회사의 국내 보유세 입력은 데이터 부족으로 처리합니다.,Sample estimate,True,Sample borrowings_total,unverified_sample
348950,제이알글로벌리츠,2026,2026,2026 Sample Snapshot,유동성 이자부 차입부채,sample_estimate,Bundled peer sample,2026-07-02,해외자산 중심 회사의 국내 보유세 입력은 데이터 부족으로 처리합니다.,Sample estimate,True,공식 유동 차입금·유동 사채 계정 합계 또는 Snapshot,구성계정 완전성 확인 필요
348950,제이알글로벌리츠,2026,2026,2026 Sample Snapshot,현금및현금성자산,data_insufficient,Bundled peer sample,2026-07-02,해외자산 중심 회사의 국내 보유세 입력은 데이터 부족으로 처리합니다.,Sample estimate,True,공시 직접값,단기금융자산은 사용제한 확인 전 순차입금에서 차감하지 않음
348950,제이알글로벌리츠,2026,2026,2026 Sample Snapshot,충당부채,data_insufficient,Bundled peer sample,2026-07-02,해외자산 중심 회사의 국내 보유세 입력은 데이터 부족으로 처리합니다.,Sample estimate,True,공시 직접값,차입부채·금리충격 분자에서는 제외; 총부채에는 포함
348950,제이알글로벌리츠,2026,2026,2026 Sample Snapshot,장부기준 NAV proxy,data_insufficient,Bundled peer sample,2026-07-02,해외자산 중심 회사의 국내 보유세 입력은 데이터 부족으로 처리합니다.,Sample estimate,True,총자산 - 총부채,시가평가 NAV가 아니며 총부채 결측 시 미산정
348950,제이알글로벌리츠,2026,2026,2026 Sample Snapshot,FFO proxy,sample_estimate,Bundled peer sample,2026-07-02,해외자산 중심 회사의 국내 보유세 입력은 데이터 부족으로 처리합니다.,Sample estimate,True,operating_cash_flow_proxy,공식 FFO가 아닌 예시 영업활동현금흐름 proxy
348950,제이알글로벌리츠,2026,2026,2026 Sample Snapshot,추정 보유세,data_insufficient,reit_tax_snapshot.csv,2026,해외자산 중심 회사이므로 국내 공시가격·보유세 산식을 적용하지 않고 데이터 부족으로 처리,Sample estimate,True,effective-rate estimate 또는 data_insufficient,자산별 고지서·세목 범위·납세의무자 확인 전 예비 추정
348950,제이알글로벌리츠,2026,2026,2026 Sample Snapshot,보유세 / FFO proxy,data_insufficient,재무 Snapshot + reit_tax_snapshot.csv,2026,해외자산 중심 회사의 국내 보유세 입력은 데이터 부족으로 처리합니다. / 해외자산 중심 회사이므로 국내 공시가격·보유세 산식을 적용하지 않고 데이터 부족으로 처리,Sample estimate,True,추정 보유세 / FFO proxy,서로 다른 source와 기간을 결합한 screening ratio
348950,제이알글로벌리츠,2026,2026,2026 Sample Snapshot,총자산 기준 차입비율,sample_estimate,Bundled peer sample,2026-07-02,해외자산 중심 회사의 국내 보유세 입력은 데이터 부족으로 처리합니다.,Sample estimate,True,이자부 차입부채 / 총자산,부동산 담보가치 기준 LTV가 아님
293940,신한알파리츠,2026,2026,2026 Sample Snapshot,총자산,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공시 또는 Snapshot 직접값,재무제표 범위와 기준일을 함께 확인
293940,신한알파리츠,2026,2026,2026 Sample Snapshot,총부채,data_insufficient,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공시 직접값,총부채 결측 시 장부기준 NAV proxy 미산정
293940,신한알파리츠,2026,2026,2026 Sample Snapshot,투자부동산,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공시 또는 Snapshot 직접값,감정평가 최신성은 별도 확인
293940,신한알파리츠,2026,2026,2026 Sample Snapshot,이자부 차입부채,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,Sample borrowings_total,unverified_sample
293940,신한알파리츠,2026,2026,2026 Sample Snapshot,유동성 이자부 차입부채,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공식 유동 차입금·유동 사채 계정 합계 또는 Snapshot,구성계정 완전성 확인 필요
293940,신한알파리츠,2026,2026,2026 Sample Snapshot,현금및현금성자산,data_insufficient,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공시 직접값,단기금융자산은 사용제한 확인 전 순차입금에서 차감하지 않음
293940,신한알파리츠,2026,2026,2026 Sample Snapshot,충당부채,data_insufficient,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공시 직접값,차입부채·금리충격 분자에서는 제외; 총부채에는 포함
293940,신한알파리츠,2026,2026,2026 Sample Snapshot,장부기준 NAV proxy,data_insufficient,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,총자산 - 총부채,시가평가 NAV가 아니며 총부채 결측 시 미산정
293940,신한알파리츠,2026,2026,2026 Sample Snapshot,FFO proxy,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,operating_cash_flow_proxy,공식 FFO가 아닌 예시 영업활동현금흐름 proxy
293940,신한알파리츠,2026,2026,2026 Sample Snapshot,추정 보유세,peer_snapshot_estimate,reit_tax_snapshot.csv,2026,회사 전체 예시 Snapshot 기반 effective-rate estimate,Sample estimate,True,effective-rate estimate 또는 data_insufficient,자산별 고지서·세목 범위·납세의무자 확인 전 예비 추정
293940,신한알파리츠,2026,2026,2026 Sample Snapshot,보유세 / FFO proxy,peer_snapshot_estimate,재무 Snapshot + reit_tax_snapshot.csv,2026,회사 전체 예시 Snapshot입니다. / 회사 전체 예시 Snapshot 기반 effective-rate estimate,Sample estimate,True,추정 보유세 / FFO proxy,서로 다른 source와 기간을 결합한 screening ratio
293940,신한알파리츠,2026,2026,2026 Sample Snapshot,총자산 기준 차입비율,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,이자부 차입부채 / 총자산,부동산 담보가치 기준 LTV가 아님
357120,코람코라이프인프라리츠,2026,2026,2026 Sample Snapshot,총자산,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공시 또는 Snapshot 직접값,재무제표 범위와 기준일을 함께 확인
357120,코람코라이프인프라리츠,2026,2026,2026 Sample Snapshot,총부채,data_insufficient,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공시 직접값,총부채 결측 시 장부기준 NAV proxy 미산정
357120,코람코라이프인프라리츠,2026,2026,2026 Sample Snapshot,투자부동산,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공시 또는 Snapshot 직접값,감정평가 최신성은 별도 확인
357120,코람코라이프인프라리츠,2026,2026,2026 Sample Snapshot,이자부 차입부채,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,Sample borrowings_total,unverified_sample
357120,코람코라이프인프라리츠,2026,2026,2026 Sample Snapshot,유동성 이자부 차입부채,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공식 유동 차입금·유동 사채 계정 합계 또는 Snapshot,구성계정 완전성 확인 필요
357120,코람코라이프인프라리츠,2026,2026,2026 Sample Snapshot,현금및현금성자산,data_insufficient,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공시 직접값,단기금융자산은 사용제한 확인 전 순차입금에서 차감하지 않음
357120,코람코라이프인프라리츠,2026,2026,2026 Sample Snapshot,충당부채,data_insufficient,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공시 직접값,차입부채·금리충격 분자에서는 제외; 총부채에는 포함
357120,코람코라이프인프라리츠,2026,2026,2026 Sample Snapshot,장부기준 NAV proxy,data_insufficient,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,총자산 - 총부채,시가평가 NAV가 아니며 총부채 결측 시 미산정
357120,코람코라이프인프라리츠,2026,2026,2026 Sample Snapshot,FFO proxy,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,operating_cash_flow_proxy,공식 FFO가 아닌 예시 영업활동현금흐름 proxy
357120,코람코라이프인프라리츠,2026,2026,2026 Sample Snapshot,추정 보유세,peer_snapshot_estimate,reit_tax_snapshot.csv,2026,회사 전체 예시 Snapshot 기반 effective-rate estimate,Sample estimate,True,effective-rate estimate 또는 data_insufficient,자산별 고지서·세목 범위·납세의무자 확인 전 예비 추정
357120,코람코라이프인프라리츠,2026,2026,2026 Sample Snapshot,보유세 / FFO proxy,peer_snapshot_estimate,재무 Snapshot + reit_tax_snapshot.csv,2026,회사 전체 예시 Snapshot입니다. / 회사 전체 예시 Snapshot 기반 effective-rate estimate,Sample estimate,True,추정 보유세 / FFO proxy,서로 다른 source와 기간을 결합한 screening ratio
357120,코람코라이프인프라리츠,2026,2026,2026 Sample Snapshot,총자산 기준 차입비율,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,이자부 차입부채 / 총자산,부동산 담보가치 기준 LTV가 아님
400760,NH올원리츠,2026,2026,2026 Sample Snapshot,총자산,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공시 또는 Snapshot 직접값,재무제표 범위와 기준일을 함께 확인
400760,NH올원리츠,2026,2026,2026 Sample Snapshot,총부채,data_insufficient,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공시 직접값,총부채 결측 시 장부기준 NAV proxy 미산정
400760,NH올원리츠,2026,2026,2026 Sample Snapshot,투자부동산,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공시 또는 Snapshot 직접값,감정평가 최신성은 별도 확인
400760,NH올원리츠,2026,2026,2026 Sample Snapshot,이자부 차입부채,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,Sample borrowings_total,unverified_sample
400760,NH올원리츠,2026,2026,2026 Sample Snapshot,유동성 이자부 차입부채,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공식 유동 차입금·유동 사채 계정 합계 또는 Snapshot,구성계정 완전성 확인 필요
400760,NH올원리츠,2026,2026,2026 Sample Snapshot,현금및현금성자산,data_insufficient,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공시 직접값,단기금융자산은 사용제한 확인 전 순차입금에서 차감하지 않음
400760,NH올원리츠,2026,2026,2026 Sample Snapshot,충당부채,data_insufficient,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공시 직접값,차입부채·금리충격 분자에서는 제외; 총부채에는 포함
400760,NH올원리츠,2026,2026,2026 Sample Snapshot,장부기준 NAV proxy,data_insufficient,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,총자산 - 총부채,시가평가 NAV가 아니며 총부채 결측 시 미산정
400760,NH올원리츠,2026,2026,2026 Sample Snapshot,FFO proxy,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,operating_cash_flow_proxy,공식 FFO가 아닌 예시 영업활동현금흐름 proxy
400760,NH올원리츠,2026,2026,2026 Sample Snapshot,추정 보유세,peer_snapshot_estimate,reit_tax_snapshot.csv,2026,회사 전체 예시 Snapshot 기반 effective-rate estimate,Sample estimate,True,effective-rate estimate 또는 data_insufficient,자산별 고지서·세목 범위·납세의무자 확인 전 예비 추정
400760,NH올원리츠,2026,2026,2026 Sample Snapshot,보유세 / FFO proxy,peer_snapshot_estimate,재무 Snapshot + reit_tax_snapshot.csv,2026,회사 전체 예시 Snapshot입니다. / 회사 전체 예시 Snapshot 기반 effective-rate estimate,Sample estimate,True,추정 보유세 / FFO proxy,서로 다른 source와 기간을 결합한 screening ratio
400760,NH올원리츠,2026,2026,2026 Sample Snapshot,총자산 기준 차입비율,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,이자부 차입부채 / 총자산,부동산 담보가치 기준 LTV가 아님
334890,이지스밸류리츠,2026,2026,2026 Sample Snapshot,총자산,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공시 또는 Snapshot 직접값,재무제표 범위와 기준일을 함께 확인
334890,이지스밸류리츠,2026,2026,2026 Sample Snapshot,총부채,data_insufficient,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공시 직접값,총부채 결측 시 장부기준 NAV proxy 미산정
334890,이지스밸류리츠,2026,2026,2026 Sample Snapshot,투자부동산,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공시 또는 Snapshot 직접값,감정평가 최신성은 별도 확인
334890,이지스밸류리츠,2026,2026,2026 Sample Snapshot,이자부 차입부채,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,Sample borrowings_total,unverified_sample
334890,이지스밸류리츠,2026,2026,2026 Sample Snapshot,유동성 이자부 차입부채,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공식 유동 차입금·유동 사채 계정 합계 또는 Snapshot,구성계정 완전성 확인 필요
334890,이지스밸류리츠,2026,2026,2026 Sample Snapshot,현금및현금성자산,data_insufficient,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공시 직접값,단기금융자산은 사용제한 확인 전 순차입금에서 차감하지 않음
334890,이지스밸류리츠,2026,2026,2026 Sample Snapshot,충당부채,data_insufficient,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,공시 직접값,차입부채·금리충격 분자에서는 제외; 총부채에는 포함
334890,이지스밸류리츠,2026,2026,2026 Sample Snapshot,장부기준 NAV proxy,data_insufficient,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,총자산 - 총부채,시가평가 NAV가 아니며 총부채 결측 시 미산정
334890,이지스밸류리츠,2026,2026,2026 Sample Snapshot,FFO proxy,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,operating_cash_flow_proxy,공식 FFO가 아닌 예시 영업활동현금흐름 proxy
334890,이지스밸류리츠,2026,2026,2026 Sample Snapshot,추정 보유세,peer_snapshot_estimate,reit_tax_snapshot.csv,2026,회사 전체 예시 Snapshot 기반 effective-rate estimate,Sample estimate,True,effective-rate estimate 또는 data_insufficient,자산별 고지서·세목 범위·납세의무자 확인 전 예비 추정
334890,이지스밸류리츠,2026,2026,2026 Sample Snapshot,보유세 / FFO proxy,peer_snapshot_estimate,재무 Snapshot + reit_tax_snapshot.csv,2026,회사 전체 예시 Snapshot입니다. / 회사 전체 예시 Snapshot 기반 effective-rate estimate,Sample estimate,True,추정 보유세 / FFO proxy,서로 다른 source와 기간을 결합한 screening ratio
334890,이지스밸류리츠,2026,2026,2026 Sample Snapshot,총자산 기준 차입비율,sample_estimate,Bundled peer sample,2026-07-02,회사 전체 예시 Snapshot입니다.,Sample estimate,True,이자부 차입부채 / 총자산,부동산 담보가치 기준 LTV가 아님
